group,candidate,species,reactions,case_id,fuel,observable,split,status,prediction,signed_sigma,source
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_10_2,c3h6,laminar_flame_speed,development,success,0.4248373616234853,-0.6710290171143046,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_10_6,c3h6,laminar_flame_speed,development,success,0.3519379097924274,-3.457039539179887,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_1_11,c3h6,laminar_flame_speed,development,success,0.40733833678279296,-3.9561663217207,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_1_17,c3h6,laminar_flame_speed,development,success,0.25014833093245953,-5.25516690675405,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_1_5,c3h6,laminar_flame_speed,development,success,0.31603172738175606,0.04317273817560641,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_2_12,c3h6,laminar_flame_speed,development,success,0.538368232195851,-2.361697305054069,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_2_18,c3h6,laminar_flame_speed,development,success,0.34853367971210586,-4.892248168672198,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_2_6,c3h6,laminar_flame_speed,development,success,0.42605068284652103,-0.2661720904388418,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_3_13,c3h6,laminar_flame_speed,development,success,0.6373996861855094,-2.6267115480787644,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_3_19,c3h6,laminar_flame_speed,development,success,0.42687643780142015,-3.883908007493577,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_3_7,c3h6,laminar_flame_speed,development,success,0.5102334826216234,-1.3479531034141372,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_4_2,c3h6,laminar_flame_speed,development,success,0.26371394922914043,6.001374308289697,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_4_4,c3h6,laminar_flame_speed,development,success,0.3384974284391398,0.9595930922068031,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_4_7,c3h6,laminar_flame_speed,development,success,0.2637727187717194,-1.9950362613160824,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_5_2,c3h6,laminar_flame_speed,development,success,0.19069589325192277,0.5395893251922745,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_5_5,c3h6,laminar_flame_speed,development,success,0.2502545179455309,-0.7573447734207008,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_5_7,c3h6,laminar_flame_speed,development,success,0.17968379305807153,-3.8938302190070373,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_6_13,c3h6,laminar_flame_speed,development,success,0.2798425462349446,-2.380971934909144,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_6_3,c3h6,laminar_flame_speed,development,success,0.2737323947960149,1.9624413490775032,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_6_9,c3h6,laminar_flame_speed,development,success,0.3588642373958506,-1.7784651068096156,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_7_13,c3h6,laminar_flame_speed,development,success,0.2327873864703519,-1.3370090823718472,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_7_3,c3h6,laminar_flame_speed,development,success,0.23712396641137856,2.341883623714957,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_7_7,c3h6,laminar_flame_speed,development,success,0.30811284339254136,-1.078966663034272,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_8_3,c3h6,laminar_flame_speed,development,success,0.19990205261941396,1.3302052619413944,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_8_6,c3h6,laminar_flame_speed,development,success,0.26464647588965523,-1.3277129655172395,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_8_8,c3h6,laminar_flame_speed,development,success,0.24159858535534287,-2.67393653366718,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_9_2,c3h6,laminar_flame_speed,development,success,0.3775339976931307,-0.7718067331740139,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h6_9_6,c3h6,laminar_flame_speed,development,success,0.30332223904470446,-4.134961306559975,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h8_1_3,c3h8,laminar_flame_speed,development,success,0.3705706511557508,1.22184314658249,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h8_1_6,c3h8,laminar_flame_speed,development,success,0.465190233887275,-1.1309655496046227,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h8_1_8,c3h8,laminar_flame_speed,development,success,0.3656764006452427,-3.114172008320283,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h8_2_10,c3h8,laminar_flame_speed,development,success,0.40079798108320935,-1.4930161642861857,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h8_2_14,c3h8,laminar_flame_speed,development,success,0.30213056154054996,-2.9208989009000077,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h8_2_5,c3h8,laminar_flame_speed,development,success,0.3126268870930848,1.8216082945794994,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h8_3_3,c3h8,laminar_flame_speed,development,success,0.25476099427469356,2.2660994274693564,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h8_3_6,c3h8,laminar_flame_speed,development,success,0.33111850944355214,-1.0481490556447814,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h8_3_8,c3h8,laminar_flame_speed,development,success,0.2338981184801863,-2.450188151981372,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h8_4_2,c3h8,laminar_flame_speed,development,success,0.22461282593752874,1.4512825937528728,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h8_4_5,c3h8,laminar_flame_speed,development,success,0.2908481856738203,-1.6051814326179692,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h8_4_7,c3h8,laminar_flame_speed,development,success,0.19684469957825898,-3.4855300421741036,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h8_5_2,c3h8,laminar_flame_speed,development,success,0.20287830507158125,0.7065254226317693,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h8_5_5,c3h8,laminar_flame_speed,development,success,0.2618399728092304,-2.9922770120832305,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h8_5_7,c3h8,laminar_flame_speed,development,success,0.1699692935334909,-4.481571971975554,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h8_6_2,c3h8,laminar_flame_speed,development,success,0.1882425348550943,2.494253485509432,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h8_6_5,c3h8,laminar_flame_speed,development,success,0.24355227463483076,-1.2147725365169226,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c3h8_6_7,c3h8,laminar_flame_speed,development,success,0.15261531056743827,-5.248468943256176,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h10_1_11,c4h10,laminar_flame_speed,development,success,0.4037992263871957,1.5599226387195686,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h10_1_15,c4h10,laminar_flame_speed,development,success,0.3128268165862558,0.20268165862558085,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h10_1_5,c4h10,laminar_flame_speed,development,success,0.31848746956675505,4.488746956675504,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h10_2_2,c4h10,laminar_flame_speed,development,success,0.44152313829788903,0.16087389488077755,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h10_2_5,c4h10,laminar_flame_speed,development,success,0.5043456414270109,-0.6393227859112912,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h10_2_8,c4h10,laminar_flame_speed,development,success,0.39572571216126967,0.557179852533489,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h6_1_11,c4h6,laminar_flame_speed,development,success,0.49494503433634723,1.2879584660794496,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h6_1_3,c4h6,laminar_flame_speed,development,success,0.39370201774570196,-0.06572062047078774,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h6_1_5,c4h6,laminar_flame_speed,development,success,0.5161963272361471,0.24299322494694306,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h6_2_1,c4h6,laminar_flame_speed,development,success,0.38776853443946047,4.586853443946048,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h6_2_4,c4h6,laminar_flame_speed,development,success,0.5315362099659467,0.7436209965946738,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h6_2_6,c4h6,laminar_flame_speed,development,success,0.487727260012264,-1.6972739987736019,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h6_3_3,c4h6,laminar_flame_speed,development,success,0.5257436509498791,0.5887926007780441,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h6_3_5,c4h6,laminar_flame_speed,development,success,0.6990247372518356,-0.019293221376126542,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h6_3_7,c4h6,laminar_flame_speed,development,success,0.46893214746118406,-0.847667450563917,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h6_4_3,c4h6,laminar_flame_speed,development,success,0.622121743106958,0.7273914368985983,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h6_4_6,c4h6,laminar_flame_speed,development,success,0.8247865409017833,-0.11130178765299771,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h6_4_8,c4h6,laminar_flame_speed,development,success,0.7703313570511356,-0.6809183696457227,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h6_5_2,c4h6,laminar_flame_speed,development,success,0.2635152186355105,1.8792860679276806,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h6_5_4,c4h6,laminar_flame_speed,development,success,0.36188834546154464,-0.09302548438956931,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h6_5_7,c4h6,laminar_flame_speed,development,success,0.33251156664946185,-1.483471355510791,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h6_6_3,c4h6,laminar_flame_speed,development,success,0.4290575323596359,-0.49738489274382297,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h6_6_5,c4h6,laminar_flame_speed,development,success,0.5051887915084973,-0.5696618650577979,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h6_6_7,c4h6,laminar_flame_speed,development,success,0.45180395116128785,-1.033447430197989,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h6_7_3,c4h6,laminar_flame_speed,development,success,0.42616872702960124,-0.9454708264160511,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h6_7_6,c4h6,laminar_flame_speed,development,success,0.5965919263096451,-1.4341547026548944,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h6_7_8,c4h6,laminar_flame_speed,development,success,0.5399848472883272,-1.200527050840794,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h81_1_2,c4h81,laminar_flame_speed,development,success,0.33779882173962844,2.609882173962841,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h81_1_6,c4h81,laminar_flame_speed,development,success,0.43254937100502133,1.0949371005021358,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h81_1_9,c4h81,laminar_flame_speed,development,success,0.3481560744467961,-0.054392555320387226,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h81_2_2,c4h81,laminar_flame_speed,development,success,0.28102969960698,2.1829699606979944,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h81_2_5,c4h81,laminar_flame_speed,development,success,0.3656553016101601,-0.2844698389839917,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h81_2_7,c4h81,laminar_flame_speed,development,success,0.28067675373398215,-2.4423246266017884,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h81_3_2,c4h81,laminar_flame_speed,development,success,0.21066697625140698,1.5866976251406983,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h81_3_4,c4h81,laminar_flame_speed,development,success,0.27487810030660764,-0.34218996933923496,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h81_3_6,c4h81,laminar_flame_speed,development,success,0.24308827938824862,-3.4411720611751404,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h82_1_2,c4h82,laminar_flame_speed,development,success,0.17360583475633756,5.6905834756337565,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h82_2_2,c4h82,laminar_flame_speed,development,success,0.2992040001148642,5.490400011486421,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h82_2_4,c4h82,laminar_flame_speed,development,success,0.39616114661553364,6.356114661553364,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h82_2_7,c4h82,laminar_flame_speed,development,success,0.3371456572725681,4.684565727256812,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h82_3_2,c4h82,laminar_flame_speed,development,success,0.22328661983069714,4.288661983069714,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h82_3_4,c4h82,laminar_flame_speed,development,success,0.3015861699377221,3.718616993772206,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_c4h82_3_6,c4h82,laminar_flame_speed,development,success,0.2855406341754984,3.3040634175498407,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_ch3cho_1_3,ch3cho,laminar_flame_speed,development,success,0.3205600905569565,3.083459752299029,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_ch3cho_1_6,ch3cho,laminar_flame_speed,development,success,0.43751821792525275,1.484924713771634,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_ch3cho_1_8,ch3cho,laminar_flame_speed,development,success,0.4018656756385004,0.8220557325647868,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_ch3cho_2_3,ch3cho,laminar_flame_speed,development,success,0.35620170048612754,2.926154372098232,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_ch3cho_2_6,ch3cho,laminar_flame_speed,development,success,0.48206275165012474,1.768070051924367,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_ch3cho_2_8,ch3cho,laminar_flame_speed,development,success,0.4434719246324838,1.1824307700469614,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_ch3cho_3_3,ch3cho,laminar_flame_speed,development,success,0.3944655508240714,2.4128153877313285,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_ch3cho_3_6,ch3cho,laminar_flame_speed,development,success,0.5287635373668853,1.050340134138854,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_ch3cho_3_8,ch3cho,laminar_flame_speed,development,success,0.4886526083370697,0.8697695870542607,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_ch3cho_4_3,ch3cho,laminar_flame_speed,development,success,0.41619998285593146,2.387095852469432,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_ch3cho_4_6,ch3cho,laminar_flame_speed,development,success,0.5531971328060652,1.0055837877064568,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_ch3cho_4_8,ch3cho,laminar_flame_speed,development,success,0.5117039494219198,0.8351914224814581,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_ch3cho_5_3,ch3cho,laminar_flame_speed,development,success,0.4368152134074933,4.819046216334844,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_ch3cho_5_6,ch3cho,laminar_flame_speed,development,success,0.5780934538989329,0.987058217747107,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_ch3cho_5_8,ch3cho,laminar_flame_speed,development,success,0.5359930450962866,0.7749242285382416,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_ch3oh_1_1,ch3oh,laminar_flame_speed,development,success,0.39837374020157024,2.059486991776746,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_ch3oh_1_2,ch3oh,laminar_flame_speed,development,success,0.6188107745282819,1.6571199484512056,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
GPT 普通 Solo,candidate_2,87,513,ffcm2-fls_ch3oh_1_3,ch3oh,laminar_flame_speed,development,success,0.6347149919330297,3.5227774790011015,evidence/cfx_astra_3a9fcc9a572e45bfb6a6fcb6_endpoint_bulk_v1/evaluation_result.json
